診療項目代碼,健保支付點數,開始日期,結束日期,英文項目名稱,中文項目名稱,附註
87402B,0004931,20040701,29101231,Excision lacrimal gland (dacryoadenectomy),淚腺切除術,
87403B,0003819,20040701,29101231,Dacryocystectomy (excision of lacrimal sac),淚囊切除術,
87404B,0005629,20040701,29101231,Excision lacrimal gland or lacrimal sac tumor,淚腺或淚囊腫瘤切除術,
87405B,0007161,20140901,29101231,Dacryocystorhinostomy,淚囊鼻腔造孔術,1.若使用矽質管留置，則加報53019C。2.一般材料費及特殊材料費，得另加計93％。3.上開特殊材料為單一使用之拋棄式特殊材料。
87406B,0008240,20140901,29101231,Conjunctivodacryocystorhinostomy,結膜淚囊鼻腔造孔術,1.一般材料費及特殊材料費，得另加計88％。2.上開特殊材料為單一使用之拋棄式特殊材料。
87407C,0001063,20040701,29101231,Canaliculotomy,淚管切開術,
87408C,0002665,20040701,29101231,Fistulectomy for lacrimal fistula,淚管廔管切除術,
87409C,0003792,20040701,29101231,Plastic operation on canaliculi,淚小管成形術,
87410C,0001892,20040701,29101231,Suture of canaliculus,淚小管縫補,
87413C,0005210,19950301,29101231,Lacrimal apparatus, primary repair,淚器基本性修復,
87414B,0006730,19950301,29101231,Lacrimal apparatus, secondary repair,淚器後繼性修復,
87415B,0007760,20140901,29101231,Dacryocystorhinostomy-simple,鼻淚管造口術 － 簡單,1.一般材料費及特殊材料費，得另加計90％。2.上開特殊材料為單一使用之拋棄式特殊材料。
87416B,0009700,20140901,29101231,Dacryocystorhinostomy- complicated,鼻淚管造口術 － 複雜,1.一般材料費及特殊材料費，得另加計83％。2.上開特殊材料為單一使用之拋棄式特殊材料。
87417B,0001028,20040701,29101231,Suture of punctum,淚管開口縫合術,縫合四針(含)以下者，按53031C「淚小點閉合術(每針)」申報。
88001B,0028465,20130101,29101231,Extensive necrotizing enterocolitis, resection ＆ anastomosis,新生兒壞死性腸炎手術，含腸切除及吻合術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88002B,0022953,20130101,29101231,Extensive necrotizing enterocolitis, jejunostomy/ileostomy,新生兒壞死性腸炎手術，含腸造口,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88003B,0018739,20130101,29101231,Meconium peritonitsis,胎糞性腹膜炎,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88005B,0043473,20130101,29101231,Choledochocyst, excision ＆ choledocho-jejunostomy,總膽管囊腫切除術，膽管迴腸吻合術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88006B,0036363,20130101,29101231,Esophagoplasty with repair of T-E fistula,食道閉鎖及食道氣管廔管手術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88007B,0022290,20130101,29101231,Repair of idiopathic gastric perforation, neonatal,新生兒胃穿孔修補術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88008B,0025030,20130101,29101231,Repair of diaphragmatic hernia,橫膈疝氣修補術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88009B,0021311,20130101,29101231,Plication of diaphragm, for diaphragm eventration,橫膈折疊術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88011B,0026916,20130101,29101231,Congenital duodenal atresia, or annular pancreas,先天性十二指腸閉鎖或輪狀胰,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88012B,0013974,20130101,29101231,Malrotation， Ladd’s procedure,腸旋轉復形術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88013B,0024328,20130101,29101231,Resection ＆ anastomosis, intestinal atresia,腸閉鎖，腸切除及吻合術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88014B,0010873,20130101,29101231,Sacrococcygeal tumor, excision,尾骨囊腫切除術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88015B,0025175,20130101,29101231,Sacrococcygeal tumor, extensive excision,尾骨囊腫廣泛性切除術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88016B,0009786,20130101,29101231,Congenital biliary atresia, exploration without repair,先天性膽道閉鎖探查術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88017B,0038708,20130101,29101231,Congenital biliary atresia, Kasai's procedure, or other hepato/jejunal anastomosis,先天性膽道閉鎖，葛西手術或其他肝腸吻合手術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88018B,0010873,20130101,29101231,Congenital abdominal wall defect, primary closure-simple,先天性腹壁缺損直接修補術  －  單純性,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88019B,0030712,20130101,29101231,Congenital abdominal wall defect,primary closure-complex,先天性腹壁缺損直接修補術－複雜性,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88020B,0006328,20130101,29101231,Omphalocele repair, primary closure-simple,新生兒臍疝氣修補術－單純性,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88021B,0017641,20130101,29101231,Omphalocele repair, primary closure-complex,新生兒臍疝氣修補術－複雜性,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88022B,0043149,20130101,29101231,Closure, extrophy bladder,膀胱外翻關閉術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88023B,0022953,20130101,29101231,Cystic hygroma, complicated, excision,囊狀淋巴管瘤切除術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88024B,0020333,20130101,29101231,Imperforate anus, low type,低位肛門成形術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88025B,0038290,20130101,29101231,Imperforate anus, high type,高位肛門成形術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88026B,0030553,20130101,29101231,Congenital megacolon, pull-through,先天性巨結腸症,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88027B,0043234,20130101,29101231,Congenital megacolon, total aganglionosis,pull-through,先天性無神經巨結腸症,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88028B,0026269,20130101,29101231,Urethroplasty, island flap procedure,尿道下裂島皮瓣尿道整型術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88029C,0008292,20130101,29101231,Inguinal hernia operation,嬰兒鼠蹊疝氣,1.限對一歲以下嬰兒施行手術時申報。2.提升兒童加成項目。3.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88030B,0007646,20130101,29101231,Correction of anterior wall defect,矯正前胸部缺損,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88031B,0013213,20130101,29101231,Correction of chordee,矯正尿道纖維黏連,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88032B,0009997,20130101,29101231,Excision of branchial cleft sinus or cyst,鰓裂囊腫切除、廔管切除,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88034B,0012145,20130101,29101231,Excision of urachus or its fistula,臍尿管或廔管切除,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88035B,0020438,20130101,29101231,Excision of vitelline duct or its fistula,臍腸系膜廔管切除,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88036B,0016075,20130101,29101231,Excision of sacrococcygeal teratoma,薦尾骨畸胎瘤切除,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88037B,0019384,20130101,29101231,Repair of Meningocele or Meningomyelocele,腦膜或脊髓突出修補術,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88038B,0010340,20130101,29101231,Bone Valgus or varus,骨內翻外翻,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88039B,0009430,20130101,29101231,Congenitaldislocationofhips-openreduction,先天性髖脫臼─開放復位,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88040B,0002487,20130101,29101231,Congenitaldislocationofhips-closedreduction,先天性髖脫臼－閉鎖復位,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88041C,0005319,20130101,29101231,Reconstruction of polydactyly or syndactyly,併指多指（趾）切除,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88042C,0004061,20130101,29101231,,多指（趾）切除每多加一個,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88043B,0005820,20130101,29101231,Cheiloplasty-unilateral,裂唇成形術－單部分,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88044B,0008730,20130101,29101231,Cheiloplasty-bilateral,裂唇成形術－雙部分,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88045B,0012610,20130101,29101231,Cheiloplasty-revision,裂唇成形術－複部分,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88046C,0003880,20130101,29101231,Hemangioma excision,血管瘤切除 ─ 未達2公分,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88047C,0006790,20130101,29101231,Hemangioma excision,血管瘤切除 ─ 2公分至5公分,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88048B,0008730,20130101,29101231,Hemangioma excision,血管瘤切除 ─ 超過5公分,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88049B,0010998,20130101,29101231,Microtia,stage one,小耳重建第一期,1.申報費用時須附術前術後照片。2.提升兒童加成項目。3.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88051B,0008814,20130101,29101231,Microtia,stage two,小耳重建第二期,1.申報費用時須附術前術後照片。2.提升兒童加成項目。3.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88053B,0010817,20130101,29101231,Microtia,stage three,小耳重建第三期,1.申報費用時須附術前術後照片。2.提升兒童加成項目。3.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
88054B,0001970,20130101,29101231,Congenital dislocation of hips - changecast,先天性髖脫臼-換石膏,1.提升兒童加成項目。2.本項102年支付標準調整按衛生福利部1031260015號函公告，西醫基層自103年1月1日起實施。
89001C,0000450,20170301,29101231,Amalgam restoration-single surface,銀粉充填 － 單面,1.同顆牙申報銀粉充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填（89001C～89005C，89008C～89012C，89014C～89015C）費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89002C,0000600,20170301,29101231,Amalgam restoration - two surfaces,銀粉充填 － 雙面,1.同顆牙申報銀粉充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填（89001C～89005C，89008C～89012C，89014C～89015C）費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89003C,0000750,20170301,29101231,Amalgam restoration - three surfaces,銀粉充填 － 三面,1.同顆牙申報銀粉充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填（89001C～89005C，89008C～89012C，89014C～89015C）費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89004C,0000500,20170301,29101231,Anterior teeth composite resin restoration- single surface,前牙複合樹脂充填-單面,1.同顆牙申報前牙複合樹脂充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C）費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以二面為限。
89005C,0000650,20170301,29101231,Anterior teeth composite resin restoration-two surfaces,前牙複合樹脂充填-雙面,1.同顆牙申報前牙複合樹脂充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C）費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以二面為限。
89006C,0000140,20170301,29101231,Pulp capping,覆髓,1.包括暫時填充。2.每顆牙、每半年限申請一次。3.再做永久充填時需間隔30天 (若經根管治療後不在此限)。4.僅限恆牙。5.此項不得申請轉診加成。
89007C,0000500,20140201,29101231,Enforcing pin, each,釘強化術（每支）,註：1.需檢附術後X光片與填補合併申報。2.僅限恆牙。
89008C,0000600,20170301,29101231,Posterior teeth composite resin restoration-single surface,後牙複合樹脂充填-單面,1.同顆牙申報複合樹脂充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C）費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89009C,0000800,20170301,29101231,Posterior teeth composite resin restoration-two surfaces,後牙複合樹脂充填-雙面,1.同顆牙申報複合樹脂充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C）費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89010C,0001000,20170301,29101231,Posterior teeth composite resin restoration-three surfaces,後牙複合樹脂充填-三面,1.同顆牙申報複合樹脂充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C）費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89011C,0000400,20170301,29101231,Glass Ionomer Cement,玻璃離子體充填,1.同顆牙申報玻璃離子體充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質)之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C)費用。2.應於病歷詳列充填牙面部位。
89012C,0001050,20170301,29101231,Anterior teeth composite resin restoration,前牙三面複合樹脂充填,1.同顆牙申報複合樹脂充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C)費用。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89013C,0001000,20170301,29101231,Compomer restoration,複合體充填,註：1.限恆牙牙根齲齒申報。2.每顆牙一年半內不得重複申報。3.應於病歷詳列充填牙面部位。
89014C,0001200,20170301,29101231,Composite resin restoration for mesio and disto proximal caries,前牙雙鄰接面複合樹脂充填,1.同顆牙申報前牙雙鄰接面複合樹脂充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C)費用。2.應於病歷詳列充填牙面部位。
89015C,0001450,20170301,29101231,Composite resin restoration for mesio and disto proximal caries,後牙雙鄰接面複合樹脂充填,1.同顆牙申報後牙雙鄰接面複合樹脂充填，乳牙一年、恆牙一年半內，不論任何原因，所做任何形式（窩洞及材質）之再填補，皆不得再申報充填(89001C～89005C，89008C～89012C，89014C～89015C)費用。2.應於病歷詳列充填牙面部位。3.充填牙面部位應包含雙鄰接面(Mesial, M; Distal, D)及咬合面(Occlusal, O)。
89088C,0000200,20170301,29101231,,牙體復形轉出醫療院所之轉診費用,1.交付病人牙醫醫療院所轉診單，且病歷應記載。2.提供病人或家屬相關諮詢及轉出病歷摘要(不包含X光片)。3.此項不得申請轉診加成。
89101C,0000450,20150101,29101231,Amalgam restoration-single surface,特殊狀況之銀粉充填 -單面,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89102C,0000600,20150101,29101231,Amalgam restoration-two surfaces,特殊狀況之銀粉充填 -雙面,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89103C,0000750,20150101,29101231,Amalgam restoration-three surfaces,特殊狀況之銀粉充填 -三面,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89104C,0000500,20160401,29101231,Anterior teeth compositeresin restoration-single surface,特殊狀況之前牙複合樹脂充填-單面,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以二面為限。
89105C,0000650,20160401,29101231,Anterior teeth compositeresin restoration-two surfaces,特殊狀況之前牙複合樹脂充填-雙面,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以二面為限。
89108C,0000600,20150101,29101231,Posterior teeth composite resin restoration-single surface,特殊狀況之後牙複合樹脂充填-單面,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89109C,0000800,20150101,29101231,Posterior teeth composite resin restoration-two surfaces,特殊狀況之後牙複合樹脂充填-雙面,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89110C,0001000,20150101,29101231,Posterior teeth composite resin restoration-three surfaces,特殊狀況之後牙複合樹脂充填-三面,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89111C,0000400,20150101,29101231,Glass Ionomer Cement,特殊狀況之玻璃離子體充填,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。
89112C,0001050,20150101,29101231,Anterior teeth composite resin restoration,特殊狀況之前牙三面複合樹脂充填,1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.申報面數最高以三面為限。
89113C,0000800,20150101,29101231,Compomer restoration,特殊狀況之複合體充填,註：1.適用於全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.限恆牙牙根齲齒申報。3.應於病歷詳列充填牙面部位。
89114C,0001200,20170301,29101231,Composite resin restoration for mesio and disto proximal caries,特殊狀況之前牙雙鄰接面複合樹脂充填,1.適用於「全民健康保險牙醫門診總額特殊醫療服務計畫」之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。
89115C,0001450,20170301,29101231,Composite resin restoration for mesio and disto proximal caries,特殊狀況之後牙雙鄰接面複合樹脂充填,1.適用於「全民健康保險牙醫門診總額特殊醫療服務計畫」之適用對象、化療、放射線治療患者之牙醫醫療服務申報。2.應於病歷詳列充填牙面部位。3.充填牙面部位應包含雙鄰接面(Mesial, M; Distal, D)及咬合面(Occlusal, O)。
8A,0000400,20140901,29101231,,一、施作牙位：16二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.103年入學國小一年級學童（出生日期為96年9月2日至97年9月1日(含)）2.低收入戶及中低收入戶之國小二年級學童3.不含山地原住民鄉、離島地區及身心障礙國小一、二年級,1.103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案2.補助條件：(1)具福保身分，即屬健保第五類被保險人，合於社會救助法規定的低收入戶成員。(2)經依社會救助法認定為中低收入戶，且取得戶籍所在地鄉(鎮、市、區)公所出具之證明。
8B,0000400,20140901,29101231,,一、施作牙位：26二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.103年入學國小一年級學童（出生日期為96年9月2日至97年9月1日(含)）2.低收入戶及中低收入戶之國小二年級學童3.不含山地原住民鄉、離島地區及身心障礙國小一、二年級,1.103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案2.補助條件：(1)具福保身分，即屬健保第五類被保險人，合於社會救助法規定的低收入戶成員。(2)經依社會救助法認定為中低收入戶，且取得戶籍所在地鄉(鎮、市、區)公所出具之證明。
8C,0000400,20140901,29101231,,一、施作牙位：36二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.103年入學國小一年級學童（出生日期為96年9月2日至97年9月1日(含)）2.低收入戶及中低收入戶之國小二年級學童3.不含山地原住民鄉、離島地區及身心障礙國小一、二年級,1.103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案2.補助條件：(1)具福保身分，即屬健保第五類被保險人，合於社會救助法規定的低收入戶成員。(2)經依社會救助法認定為中低收入戶，且取得戶籍所在地鄉(鎮、市、區)公所出具之證明。
8D,0000400,20140901,29101231,,一、施作牙位：46二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.103年入學國小一年級學童（出生日期為96年9月2日至97年9月1日(含)）2.低收入戶及中低收入戶之國小二年級學童3.不含山地原住民鄉、離島地區及身心障礙國小一、二年級,1.103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案2.補助條件：(1)具福保身分，即屬健保第五類被保險人，合於社會救助法規定的低收入戶成員。(2)經依社會救助法認定為中低收入戶，且取得戶籍所在地鄉(鎮、市、區)公所出具之證明。
8E,0000470,20140901,29101231,,一、施作牙位：16二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.山地原住民鄉及離島地區之國小一、二年級學童補助條件：依兒童戶籍資料之所在地或學校所在地認定2.身心障礙之國小一、二年級補助條件：持有社政主管機關核發之身心障礙手冊或身心障礙證明,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8F,0000470,20140901,29101231,,一、施作牙位：26二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.山地原住民鄉及離島地區之國小一、二年級學童補助條件：依兒童戶籍資料之所在地或學校所在地認定2.身心障礙之國小一、二年級補助條件：持有社政主管機關核發之身心障礙手冊或身心障礙證明,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8G,0000470,20140901,29101231,,一、施作牙位：36二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.山地原住民鄉及離島地區之國小一、二年級學童補助條件：依兒童戶籍資料之所在地或學校所在地認定2.身心障礙之國小一、二年級補助條件：持有社政主管機關核發之身心障礙手冊或身心障礙證明,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8H,0000470,20140901,29101231,,一、施作牙位：46二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.山地原住民鄉及離島地區之國小一、二年級學童補助條件：依兒童戶籍資料之所在地或學校所在地認定2.身心障礙之國小一、二年級補助條件：持有社政主管機關核發之身心障礙手冊或身心障礙證明,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8I,0000100,20140901,29101231,,一、施作牙位：16二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第一次評估檢查（同一牙位窩溝封填施作間隔6個月(含)以上）,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8J,0000100,20140901,29101231,,一、施作牙位：26二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第一次評估檢查（同一牙位窩溝封填施作間隔6個月(含)以上）,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8K,0000100,20140901,29101231,,一、施作牙位：36二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第一次評估檢查（同一牙位窩溝封填施作間隔6個月(含)以上）,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8L,0000100,20140901,29101231,,一、施作牙位：46二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第一次評估檢查（同一牙位窩溝封填施作間隔6個月(含)以上）,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8M,0000100,20140901,29101231,,一、施作牙位：16二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第二次評估檢查（同一牙位窩溝封填施作間隔12個月(含)以上，且與第一次評估檢查間隔6個月(含)以上）,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8N,0000100,20140901,29101231,,一、施作牙位：26二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第二次評估檢查（同一牙位窩溝封填施作間隔12個月(含)以上，且與第一次評估檢查間隔6個月(含)以上）,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
